Teste Bucket Estados expandidos Episódios de busca Custo da trajetória % Sol. Ótima Ações por Episódio de Busca Tempo Total Busca Tempo Médio Episódio de Busca Tempo Médio Busca por Ação Tempo máximo de planejamento Fifty Ninety
61 30 maps/wc3maps/duskwood.map 512 512 244 167 153 240 121.24 0.0 0 0.0 NaN 0.0 2.94e-06 0.0 0.0 0.0 0.0 0.0
62 30 maps/wc3maps/duskwood.map 512 512 80 395 167 394 123.34 0.0 0 0.0 NaN 0.0 2.891e-06 0.0 0.0 0.0 0.0 0.0
63 30 maps/wc3maps/duskwood.map 512 512 383 480 343 376 123.88 0.0 0 0.0 NaN 0.0 2.854e-06 0.0 0.0 0.0 0.0 0.0
64 30 maps/wc3maps/duskwood.map 512 512 444 181 361 120 122.81 0.0 0 0.0 NaN 0.0 2.701e-06 0.0 0.0 0.0 0.0 0.0
65 30 maps/wc3maps/duskwood.map 512 512 250 336 159 407 121.58 0.0 0 0.0 NaN 0.0 3.143e-06 0.0 0.0 0.0 0.0 0.0
66 30 maps/wc3maps/duskwood.map 512 512 173 68 197 181 123.53 0.0 0 0.0 NaN 0.0 3.047e-06 0.0 0.0 0.0 0.0 0.0
67 30 maps/wc3maps/duskwood.map 512 512 151 224 155 342 120.49 0.0 0 0.0 NaN 0.0 2.752e-06 0.0 0.0 0.0 0.0 0.0
68 30 maps/wc3maps/duskwood.map 512 512 89 138 181 213 123.07 0.0 0 0.0 NaN 0.0 2.855e-06 0.0 0.0 0.0 0.0 0.0
69 30 maps/wc3maps/duskwood.map 512 512 141 216 62 159 121.10 0.0 0 0.0 NaN 0.0 3.013e-06 0.0 0.0 0.0 0.0 0.0
70 30 maps/wc3maps/duskwood.map 512 512 374 321 265 356 123.50 0.0 0 0.0 NaN 0.0 2.852e-06 0.0 0.0 0.0 0.0 0.0
71 35 maps/wc3maps/duskwood.map 512 512 328 231 325 366 142.87 0.0 0 0.0 NaN 0.0 2.943e-06 0.0 0.0 0.0 0.0 0.0
72 35 maps/wc3maps/duskwood.map 512 512 94 340 215 388 140.88 0.0 0 0.0 NaN 0.0 3.045e-06 0.0 0.0 0.0 0.0 0.0
73 35 maps/wc3maps/duskwood.map 512 512 292 339 423 334 143.84 0.0 0 0.0 NaN 0.0 2.867e-06 0.0 0.0 0.0 0.0 0.0
74 35 maps/wc3maps/duskwood.map 512 512 217 295 134 398 143.24 0.0 0 0.0 NaN 0.0 3.029e-06 0.0 0.0 0.0 0.0 0.0
75 35 maps/wc3maps/duskwood.map 512 512 264 260 148 250 142.51 0.0 0 0.0 NaN 0.0 2.851e-06 0.0 0.0 0.0 0.0 0.0
76 35 maps/wc3maps/duskwood.map 512 512 127 280 169 386 141.01 0.0 0 0.0 NaN 0.0 2.685e-06 0.0 0.0 0.0 0.0 0.0
77 35 maps/wc3maps/duskwood.map 512 512 321 166 400 275 142.89 0.0 0 0.0 NaN 0.0 3.079e-06 0.0 0.0 0.0 0.0 0.0
78 35 maps/wc3maps/duskwood.map 512 512 400 263 385 386 140.81 0.0 0 0.0 NaN 0.0 3.037e-06 0.0 0.0 0.0 0.0 0.0
79 35 maps/wc3maps/duskwood.map 512 512 171 284 52 227 142.61 0.0 0 0.0 NaN 0.0 3.065e-06 0.0 0.0 0.0 0.0 0.0
80 35 maps/wc3maps/duskwood.map 512 512 397 180 428 69 142.97 0.0 0 0.0 NaN 0.0 2.814e-06 0.0 0.0 0.0 0.0 0.0
81 40 maps/wc3maps/duskwood.map 512 512 57 61 168 132 162.08 0.0 0 0.0 NaN 0.0 2.628e-06 0.0 0.0 0.0 0.0 0.0
82 40 maps/wc3maps/duskwood.map 512 512 62 352 162 458 162.07 0.0 0 0.0 NaN 0.0 2.935e-06 0.0 0.0 0.0 0.0 0.0
83 40 maps/wc3maps/duskwood.map 512 512 392 364 441 317 163.44 0.0 0 0.0 NaN 0.0 2.697e-06 0.0 0.0 0.0 0.0 0.0
84 40 maps/wc3maps/duskwood.map 512 512 202 216 171 362 161.18 0.0 0 0.0 NaN 0.0 2.852e-06 0.0 0.0 0.0 0.0 0.0
85 40 maps/wc3maps/duskwood.map 512 512 359 239 346 82 162.38 0.0 0 0.0 NaN 0.0 2.793e-06 0.0 0.0 0.0 0.0 0.0
86 40 maps/wc3maps/duskwood.map 512 512 104 143 222 242 160.76 0.0 0 0.0 NaN 0.0 2.674e-06 0.0 0.0 0.0 0.0 0.0
87 40 maps/wc3maps/duskwood.map 512 512 190 227 160 373 160.18 0.0 0 0.0 NaN 0.0 2.936e-06 0.0 0.0 0.0 0.0 0.0
88 40 maps/wc3maps/duskwood.map 512 512 338 154 342 314 161.66 0.0 0 0.0 NaN 0.0 2.767e-06 0.0 0.0 0.0 0.0 0.0
89 40 maps/wc3maps/duskwood.map 512 512 282 230 420 271 160.78 0.0 0 0.0 NaN 0.0 2.812e-06 0.0 0.0 0.0 0.0 0.0
90 40 maps/wc3maps/duskwood.map 512 512 164 312 296 241 161.41 0.0 0 0.0 NaN 0.0 2.991e-06 0.0 0.0 0.0 0.0 0.0
91 45 maps/wc3maps/duskwood.map 512 512 153 406 101 275 180.21 0.0 0 0.0 NaN 0.0 2.724e-06 0.0 0.0 0.0 0.0 0.0
92 45 maps/wc3maps/duskwood.map 512 512 217 371 311 231 183.62 0.0 0 0.0 NaN 0.0 2.984e-06 0.0 0.0 0.0 0.0 0.0
93 45 maps/wc3maps/duskwood.map 512 512 167 249 144 419 180.11 0.0 0 0.0 NaN 0.0 2.978e-06 0.0 0.0 0.0 0.0 0.0
94 45 maps/wc3maps/duskwood.map 512 512 334 187 382 349 181.88 0.0 0 0.0 NaN 0.0 2.82e-06 0.0 0.0 0.0 0.0 0.0
95 45 maps/wc3maps/duskwood.map 512 512 73 145 98 257 182.72 0.0 0 0.0 NaN 0.0 2.885e-06 0.0 0.0 0.0 0.0 0.0
96 45 maps/wc3maps/duskwood.map 512 512 320 344 173 279 180.37 0.0 0 0.0 NaN 0.0 2.777e-06 0.0 0.0 0.0 0.0 0.0
97 45 maps/wc3maps/duskwood.map 512 512 242 81 239 223 180.97 0.0 0 0.0 NaN 0.0 2.977e-06 0.0 0.0 0.0 0.0 0.0
98 45 maps/wc3maps/duskwood.map 512 512 169 233 330 190 182.95 0.0 0 0.0 NaN 0.0 2.592e-06 0.0 0.0 0.0 0.0 0.0
99 45 maps/wc3maps/duskwood.map 512 512 151 321 317 332 182.15 0.0 0 0.0 NaN 0.0 2.725e-06 0.0 0.0 0.0 0.0 0.0
100 45 maps/wc3maps/duskwood.map 512 512 186 382 336 301 183.55 0.0 0 0.0 NaN 0.0 2.799e-06 0.0 0.0 0.0 0.0 0.0
101 50 maps/wc3maps/duskwood.map 512 512 202 325 313 168 202.98 0.0 0 0.0 NaN 0.0 2.855e-06 0.0 0.0 0.0 0.0 0.0
102 50 maps/wc3maps/duskwood.map 512 512 194 186 362 258 201.97 0.0 0 0.0 NaN 0.0 2.897e-06 0.0 0.0 0.0 0.0 0.0
103 50 maps/wc3maps/duskwood.map 512 512 367 182 179 210 202.08 0.0 0 0.0 NaN 0.0 3.079e-06 0.0 0.0 0.0 0.0 0.0
104 50 maps/wc3maps/duskwood.map 512 512 146 415 101 253 202.98 0.0 0 0.0 NaN 0.0 2.729e-06 0.0 0.0 0.0 0.0 0.0
105 50 maps/wc3maps/duskwood.map 512 512 282 78 384 226 203.72 0.0 0 0.0 NaN 0.0 2.941e-06 0.0 0.0 0.0 0.0 0.0
106 50 maps/wc3maps/duskwood.map 512 512 250 455 358 395 200.12 0.0 0 0.0 NaN 0.0 2.997e-06 0.0 0.0 0.0 0.0 0.0
107 50 maps/wc3maps/duskwood.map 512 512 254 371 444 392 202.01 0.0 0 0.0 NaN 0.0 2.961e-06 0.0 0.0 0.0 0.0 0.0
108 50 maps/wc3maps/duskwood.map 512 512 277 98 357 268 203.14 0.0 0 0.0 NaN 0.0 2.946e-06 0.0 0.0 0.0 0.0 0.0
109 50 maps/wc3maps/duskwood.map 512 512 137 425 285 407 201.10 0.0 0 0.0 NaN 0.0 2.625e-06 0.0 0.0 0.0 0.0 0.0
110 50 maps/wc3maps/duskwood.map 512 512 206 415 374 330 203.21 0.0 0 0.0 NaN 0.0 3.004e-06 0.0 0.0 0.0 0.0 0.0
111 55 maps/wc3maps/duskwood.map 512 512 93 72 237 168 221.05 0.0 0 0.0 NaN 0.0 2.769e-06 0.0 0.0 0.0 0.0 0.0
112 55 maps/wc3maps/duskwood.map 512 512 346 170 165 120 220.94 0.0 0 0.0 NaN 0.0 2.942e-06 0.0 0.0 0.0 0.0 0.0
113 55 maps/wc3maps/duskwood.map 512 512 384 176 408 337 221.31 0.0 0 0.0 NaN 0.0 2.582e-06 0.0 0.0 0.0 0.0 0.0
114 55 maps/wc3maps/duskwood.map 512 512 285 174 74 154 222.94 0.0 0 0.0 NaN 0.0 2.875e-06 0.0 0.0 0.0 0.0 0.0
115 55 maps/wc3maps/duskwood.map 512 512 148 267 139 69 220.05 0.0 0 0.0 NaN 0.0 2.837e-06 0.0 0.0 0.0 0.0 0.0
116 55 maps/wc3maps/duskwood.map 512 512 63 371 249 428 223.27 0.0 0 0.0 NaN 0.0 2.974e-06 0.0 0.0 0.0 0.0 0.0
117 55 maps/wc3maps/duskwood.map 512 512 126 361 212 181 223.24 0.0 0 0.0 NaN 0.0 2.897e-06 0.0 0.0 0.0 0.0 0.0
118 55 maps/wc3maps/duskwood.map 512 512 281 318 140 170 221.63 0.0 0 0.0 NaN 0.0 2.727e-06 0.0 0.0 0.0 0.0 0.0
119 55 maps/wc3maps/duskwood.map 512 512 255 243 76 135 223.74 0.0 0 0.0 NaN 0.0 3.589e-06 0.0 0.0 0.0 0.0 0.0
120 55 maps/wc3maps/duskwood.map 512 512 303 337 166 178 223.36 0.0 0 0.0 NaN 0.0 2.688e-06 0.0 0.0 0.0 0.0 0.0
121 60 maps/wc3maps/duskwood.map 512 512 156 157 366 107 243.14 0.0 0 0.0 NaN 0.0 3.079e-06 0.0 0.0 0.0 0.0 0.0
122 60 maps/wc3maps/duskwood.map 512 512 117 305 279 467 241.40 0.0 0 0.0 NaN 0.0 3.079e-06 0.0 0.0 0.0 0.0 0.0
123 60 maps/wc3maps/duskwood.map 512 512 190 278 375 216 242.18 0.0 0 0.0 NaN 0.0 3.118e-06 0.0 0.0 0.0 0.0 0.0
124 60 maps/wc3maps/duskwood.map 512 512 240 440 389 294 243.39 0.0 0 0.0 NaN 0.0 2.979e-06 0.0 0.0 0.0 0.0 0.0
125 60 maps/wc3maps/duskwood.map 512 512 427 257 366 88 240.02 0.0 0 0.0 NaN 0.0 2.957e-06 0.0 0.0 0.0 0.0 0.0
126 60 maps/wc3maps/duskwood.map 512 512 61 325 240 251 241.01 0.0 0 0.0 NaN 0.0 2.979e-06 0.0 0.0 0.0 0.0 0.0
127 60 maps/wc3maps/duskwood.map 512 512 354 125 292 341 243.44 0.0 0 0.0 NaN 0.0 3.159e-06 0.0 0.0 0.0 0.0 0.0
128 60 maps/wc3maps/duskwood.map 512 512 422 283 391 113 243.21 0.0 0 0.0 NaN 0.0 2.949e-06 0.0 0.0 0.0 0.0 0.0
129 60 maps/wc3maps/duskwood.map 512 512 241 358 352 177 241.89 0.0 0 0.0 NaN 0.0 2.716e-06 0.0 0.0 0.0 0.0 0.0
130 60 maps/wc3maps/duskwood.map 512 512 446 74 334 248 242.65 0.0 0 0.0 NaN 0.0 2.827e-06 0.0 0.0 0.0 0.0 0.0
131 65 maps/wc3maps/duskwood.map 512 512 59 366 231 473 262.74 0.0 0 0.0 NaN 0.0 2.817e-06 0.0 0.0 0.0 0.0 0.0
132 65 maps/wc3maps/duskwood.map 512 512 163 142 256 337 260.41 0.0 0 0.0 NaN 0.0 2.65e-06 0.0 0.0 0.0 0.0 0.0
133 65 maps/wc3maps/duskwood.map 512 512 197 359 420 267 261.11 0.0 0 0.0 NaN 0.0 2.478e-06 0.0 0.0 0.0 0.0 0.0
134 65 maps/wc3maps/duskwood.map 512 512 418 334 262 448 260.17 0.0 0 0.0 NaN 0.0 2.723e-06 0.0 0.0 0.0 0.0 0.0
135 65 maps/wc3maps/duskwood.map 512 512 132 92 74 256 263.76 0.0 0 0.0 NaN 0.0 2.879e-06 0.0 0.0 0.0 0.0 0.0
136 65 maps/wc3maps/duskwood.map 512 512 301 210 99 355 262.65 0.0 0 0.0 NaN 0.0 2.765e-06 0.0 0.0 0.0 0.0 0.0
137 65 maps/wc3maps/duskwood.map 512 512 338 261 185 125 262.18 0.0 0 0.0 NaN 0.0 2.781e-06 0.0 0.0 0.0 0.0 0.0
138 65 maps/wc3maps/duskwood.map 512 512 316 222 77 216 263.85 0.0 0 0.0 NaN 0.0 2.988e-06 0.0 0.0 0.0 0.0 0.0
139 65 maps/wc3maps/duskwood.map 512 512 60 395 80 271 262.02 0.0 0 0.0 NaN 0.0 2.648e-06 0.0 0.0 0.0 0.0 0.0
140 65 maps/wc3maps/duskwood.map 512 512 80 273 292 148 263.78 0.0 0 0.0 NaN 0.0 2.962e-06 0.0 0.0 0.0 0.0 0.0
141 70 maps/wc3maps/duskwood.map 512 512 264 86 101 107 280.31 0.0 0 0.0 NaN 0.0 2.89e-06 0.0 0.0 0.0 0.0 0.0
142 70 maps/wc3maps/duskwood.map 512 512 152 130 348 315 281.42 0.0 0 0.0 NaN 0.0 2.868e-06 0.0 0.0 0.0 0.0 0.0
143 70 maps/wc3maps/duskwood.map 512 512 230 421 57 239 283.53 0.0 0 0.0 NaN 0.0 2.808e-06 0.0 0.0 0.0 0.0 0.0
144 70 maps/wc3maps/duskwood.map 512 512 61 92 291 139 282.66 0.0 0 0.0 NaN 0.0 2.967e-06 0.0 0.0 0.0 0.0 0.0
145 70 maps/wc3maps/duskwood.map 512 512 179 125 120 381 280.44 0.0 0 0.0 NaN 0.0 2.953e-06 0.0 0.0 0.0 0.0 0.0
146 70 maps/wc3maps/duskwood.map 512 512 313 144 71 107 283.45 0.0 0 0.0 NaN 0.0 2.894e-06 0.0 0.0 0.0 0.0 0.0
147 70 maps/wc3maps/duskwood.map 512 512 176 142 422 203 283.23 0.0 0 0.0 NaN 0.0 2.695e-06 0.0 0.0 0.0 0.0 0.0
148 70 maps/wc3maps/duskwood.map 512 512 232 436 61 283 283.76 0.0 0 0.0 NaN 0.0 2.826e-06 0.0 0.0 0.0 0.0 0.0
149 70 maps/wc3maps/duskwood.map 512 512 348 195 131 353 282.45 0.0 0 0.0 NaN 0.0 2.834e-06 0.0 0.0 0.0 0.0 0.0
150 70 maps/wc3maps/duskwood.map 512 512 418 451 213 322 283.04 0.0 0 0.0 NaN 0.0 2.803e-06 0.0 0.0 0.0 0.0 0.0
151 75 maps/wc3maps/duskwood.map 512 512 181 233 451 285 303.97 0.0 0 0.0 NaN 0.0 3.129e-06 0.0 0.0 0.0 0.0 0.0
152 75 maps/wc3maps/duskwood.map 512 512 273 340 336 80 302.88 0.0 0 0.0 NaN 0.0 2.609e-06 0.0 0.0 0.0 0.0 0.0
153 75 maps/wc3maps/duskwood.map 512 512 400 147 179 332 302.90 0.0 0 0.0 NaN 0.0 2.849e-06 0.0 0.0 0.0 0.0 0.0
154 75 maps/wc3maps/duskwood.map 512 512 291 410 332 130 300.30 0.0 0 0.0 NaN 0.0 2.734e-06 0.0 0.0 0.0 0.0 0.0
155 75 maps/wc3maps/duskwood.map 512 512 337 245 152 432 302.29 0.0 0 0.0 NaN 0.0 2.989e-06 0.0 0.0 0.0 0.0 0.0
156 75 maps/wc3maps/duskwood.map 512 512 188 352 145 70 301.23 0.0 0 0.0 NaN 0.0 2.738e-06 0.0 0.0 0.0 0.0 0.0
157 75 maps/wc3maps/duskwood.map 512 512 140 244 401 144 302.42 0.0 0 0.0 NaN 0.0 2.835e-06 0.0 0.0 0.0 0.0 0.0
158 75 maps/wc3maps/duskwood.map 512 512 269 457 165 200 300.08 0.0 0 0.0 NaN 0.0 2.774e-06 0.0 0.0 0.0 0.0 0.0
159 75 maps/wc3maps/duskwood.map 512 512 324 408 263 141 303.04 0.0 0 0.0 NaN 0.0 3.021e-06 0.0 0.0 0.0 0.0 0.0
160 75 maps/wc3maps/duskwood.map 512 512 173 100 258 339 303.58 0.0 0 0.0 NaN 0.0 3.144e-06 0.0 0.0 0.0 0.0 0.0
161 80 maps/wc3maps/duskwood.map 512 512 229 326 449 138 320.13 0.0 0 0.0 NaN 0.0 2.877e-06 0.0 0.0 0.0 0.0 0.0
162 80 maps/wc3maps/duskwood.map 512 512 350 334 71 396 320.05 0.0 0 0.0 NaN 0.0 2.729e-06 0.0 0.0 0.0 0.0 0.0
163 80 maps/wc3maps/duskwood.map 512 512 181 75 119 356 321.33 0.0 0 0.0 NaN 0.0 2.867e-06 0.0 0.0 0.0 0.0 0.0
164 80 maps/wc3maps/duskwood.map 512 512 347 181 457 459 323.56 0.0 0 0.0 NaN 0.0 3.022e-06 0.0 0.0 0.0 0.0 0.0
165 80 maps/wc3maps/duskwood.map 512 512 328 456 130 261 323.88 0.0 0 0.0 NaN 0.0 2.736e-06 0.0 0.0 0.0 0.0 0.0
166 80 maps/wc3maps/duskwood.map 512 512 238 235 428 464 322.93 0.0 0 0.0 NaN 0.0 2.929e-06 0.0 0.0 0.0 0.0 0.0
167 80 maps/wc3maps/duskwood.map 512 512 276 444 323 171 323.95 0.0 0 0.0 NaN 0.0 3.082e-06 0.0 0.0 0.0 0.0 0.0
168 80 maps/wc3maps/duskwood.map 512 512 343 251 67 293 323.66 0.0 0 0.0 NaN 0.0 2.898e-06 0.0 0.0 0.0 0.0 0.0
169 80 maps/wc3maps/duskwood.map 512 512 292 288 119 48 323.76 0.0 0 0.0 NaN 0.0 2.682e-06 0.0 0.0 0.0 0.0 0.0
170 80 maps/wc3maps/duskwood.map 512 512 66 101 126 372 321.88 0.0 0 0.0 NaN 0.0 2.934e-06 0.0 0.0 0.0 0.0 0.0
